node_1,node_2,edge
Root section,Critical Mach number,It is desirable to select a root section with a sufficiently high critical Mach number to avoid drag increases at high speeds.
Root section,Airfoil,The thickness ratio of the root sections affects the selection of the tip section.
Root section,Tip section,Different combinations of NACA series sections (e.g.	 230-series with 44-series	 or 63-series with 65-series) may be desirable for the root and tip.
Flow separation,Reynolds number,Higher Reynolds numbers delay and prevent total flow separation.
Flow separation,Airfoil,Airfoils are valid before any significant flow separation.
Flow separation,Aerodynamic performance,Flow separation can deteriorate the aerodynamic performance of airfoils.
Flow separation,Reynolds Number,Flow separation occurs as the Reynolds Number is reduced in the case of NACA 0012 airfoil.
airfoil analysis,XFOIL,The number of calls to XFOIL is representative of the process time for analyzing an airfoil.
Grid Sensitivity,Design Parameters,The grid sensitivity is computed by perturbing design parameters (e.g. T) one at a time 
cost function,flow equations,The cost of solving the adjoint equation is comparable to the cost of solving the flow equations	 allowing for efficient calculation of gradients with respect to a large number of parameters.
targets,system design (first level),System design leads to major decisions about component characteristics and defines targets for them
targets,pressure distributions,The correlation between 'pressure distributions' and their corresponding 'targets' can be detected by the hybrid inverse design-machine method.
targets,geometries,'Geometries' were also mentioned in relation to their corresponding 'targets'.
tapered wing,Airfoil,Airfoils can be applied to tapered wings	 as seen in the references provided.
tapered wing,stalling,Stalling characteristics are related to the design of tapered wings.
crossflow instability,sweep angle,The choice of sweep angle depends on the crossflow instability.
crossflow instability,Reynolds number,Reynolds number is one of the main parameters that influence crossflow instability.
crossflow instability,transition,Transition on an airfoil can also occur due to crossflow instability.
NACA Airfoil Series,Mean Line,The mean lines used in the NACA airfoil series produce a uniform chordwise loading from the leading edge
NACA Airfoil Series,Design Parameters,The NACA airfoil series is defined by a set of design parameters	 such as camber distribution and thickness ratio	 that govern its aerodynamic characteristics.
Surface roughness,Reynolds number,The effect on surface roughness is similar to increasing Reynolds number	 reducing the low-drag range.
Surface roughness,Drag increments,Large drag increments result from surface roughness
Surface roughness,Airfoil,Roughening leading edges of thick airfoils causes large increases in lift coefficient
NACA 0009,Airfoil,NACA 0009 is also a type of airfoil
NACA 0009,Critical Mach number,The critical Mach number also varies with the low-speed section lift coefficient for NACA 0009 airfoil.
spanwise location,Airfoil,An airfoil has multiple spanwise locations.
grid,grid topology,The orientation of the computational coordinate relative to physical coordinate	 known as grid topology	 is an important aspect of the transformation procedure
Neural networks,Optimizer,Integrated with optimizer for high-lift rigging optimization
Neural networks,Computational Fluid Dynamics (CFD),In conjunction with neural networks	 computational fluid dynamics may help reduce the time and resources needed to accurately define the optimal aerodynamics of an aircraft including high-lift.
airfoil model,test section,The airfoil model is evaluated within the test section.
airfoil model,wind tunnel,Surveys were made upstream from the model with and without the model in place using a bank of pitot tubes
Normal Force,Airfoil,Normal Force is a force acting perpendicular to the chord line of an airfoil
Normal Force,Normal Force Defect,The Normal Force Defect represents the loss in load-carrying ability of the normal force experienced during the pitch-down compared to the pitch-up.
Normal Force,Pitch Damping,If the normal force and pitching moment trace out clockwise patterns when viewed as a function of alpha	 then the normal-force defect will be positive and the pitch damping will be negative.
Kelvin-Helmholtz mechanism,NACA-4412,The transition flow via Kelvin-Helmholtz mechanism commences with the fluctuation of streamwise velocity for NACA-4412 airfoils.
Kelvin-Helmholtz mechanism,NACA-0012-64,The transition flow via Kelvin-Helmholtz mechanism commences with the fluctuation of streamwise velocity for NACA-0012-64 airfoils.
Camber Line,NACA 65-012,NACA 65-012 has a camber line with x and y coordinates as percentages of chord length
Camber Line,Airfoil,The camber line of an airfoil is the line that connects the points where the airfoil surface is parallel to the chord line on either side.
Aerodynamic center,NACA 6-series airfoils,The chordwise position of the aerodynamic center moves rearward with increase in thickness for NACA 6-series airfoils
Incidence angle,NACA 0012 airfoil,The incidence angle influences whether the NACA 0012 airfoil stalls or not
Incidence angle,Mach number,Changes in Mach number and incidence angle can affect pressure distributions over an airfoil	 as seen in the plotted traces for Mach number 0.4 and 14 degrees incidence.
NACA 64-series,Airfoil sections,The NACA 64-series are a type of airfoil sections	 specifically those cambered for a design lift coefficient of 0.4.
NACA 64-series,NACA 4-digit series,Both NACA 4-digit series and NACA 64-series airfoils are compared in the investigation.
NACA 64-series,airfoil sections,NACA 64-series refers to a family of airfoil sections
camber,Airfoil,Airfoil has camber
camber,drag coefficient,The effects of camber on drag are found in subroutine CDMN
camber,lift coefficient,Variations in camber edge radius and position of maximum thickness affect the lift coefficient
camber,NACA TN 3797,The camber line for NACA TN 3797 is shown with a maximum camber of 0.07 at x/c = 0.5
camber,lift,The camber of an airfoil affects its lift coefficient	 with positive camber generally increasing lift at low angles of attack.
camber,thickness,Camber and thickness curve ordinates are key parameters in airfoil design.
camber,NACA airfoil sections,Different NACA airfoil sections have varying cambers.
camber,airfoil shape,Camber	 the curvature or bend in an airfoil's upper surface	 significantly influences its shape and performance.
camber,lift coefficient (Cl),Camber affects the lift generated by an airfoil	 with more camber leading to higher Cl at lower angles of attack.
camber,airfoil section,Airfoil sections can be cambered for a design lift coefficient.
camber,airfoil sections,Airfoil sections are cambered for a specific design lift coefficient (0.4) with mean line of the type a=0.5.
camber,value,Camber has a value	 e.g.	 NACA 632-415 with camber of 0.07
camber,camber line,Camber is defined by its camber line
Flap Deflection,Design Variables,The design variables include flap deflection
Flap Deflection,Lift,Maximum lift is predicted to occur near the range where flap deflection occurs
Sweep,Moment coefficient,Has relatively minor effect on moment coefficient
Glider Airfoil,Laminar Boundary Layer,The efficiency of the glider airfoil is mainly due to the reduction of skin friction by long extension of laminar boundary layers on its upper and lower surfaces.
Glider Airfoil,Reynolds Number (Re),The glider airfoil operates at low Reynolds numbers (Re << 2 â¢ 106)	 which promotes long extension of laminar boundary layers.
Thickness Distribution,Mean Line,Mean lines are combined with thickness distributions to form airfoil sections
Thickness Distribution,Manufacturability,The distribution of thickness along the chord line can impact manufacturability.
Airfoil Chord,Station,The airfoil chord is used to normalize the station coordinates of the airfoil.
Airfoil Chord,NACA 65-009,NACA 65-009 ordinates are given in percent of airfoil chord
AIRFOILUPPERSURFACE,X/C,The upper surface of the airfoil is defined at various X/C points.
AIRFOILUPPERSURFACE,Cp,The pressure coefficient on the upper surface of the airfoil varies along its chord length.
Lift force,Airfoil,The airfoil generates lift force through its upper surface.
Temperature,Airfoil,The average temperature for the operation of this airfoil is 330 C.
Lift characteristics,NACA 0012 airfoil,The numerical results are validated by comparing with experimental data for NACA 0012 airfoil lift characteristics
Lift characteristics,Airfoil,An analysis of lift characteristics is included in the report for the airfoils.
Lift characteristics,Airfoil section,Fixing transition on an airfoil model in a wind tunnel can affect its lift characteristics
Target pressure distribution,Airfoil,Airfoil is designed to achieve a specific target pressure distribution through inverse design algorithm.
Target pressure distribution,LSTM network,The LSTM network is trained and evaluated using the first N generated data from the ID process	 with the target pressure distribution as input.
Computational domain,NACA-4412,The computational domain is discretized by a C-type mesh and has a size characterized by wake length W	 domain radius R	 and spanwise size Lz
Computational domain,NACA-0012-64,The computational domain is discretized by a C-type mesh and has a size characterized by wake length W	 domain radius R	 and spanwise size Lz
Genetic Algorithm (GA),Airfoil Optimization,The Genetic Algorithm is a method used for optimizing airfoil designs.
Lower surface,Airfoil,The pressure distribution varies over the lower surface of the airfoil along the chord.
Lower surface,NACA 65(215)-214,The airfoil NACA 65(215)-214 has a lower surface
Lower surface,Upper surface,Airfoil consists of upper and lower surfaces
Lower surface,Lift coefficient (Cl),The lift coefficient at the lower surface is given as Cl = 0.5
pressure coefficient,maximum camber,Variations in the position of maximum camber affect the peak negative pressure coefficient
pressure coefficient,Mach number,Increasing Mach number affects the pressure coefficient at subcritical speeds
NACA 6-series airfoils,drag coefficient,Pressure distributions cause sudden increase in drag coefficient due to forward location of transition on the upper surface.
NACA 6-series airfoils,lift coefficient,Airfoils permit extensive use	 such as the NACA 6-series airfoils	 have much lower drag coefficients at high speed and cruise lift coefficients
NACA 6-series airfoils,Thickness form,NACA 6-series airfoils are obtained by combining the NACA . 653-018 basic thickness form
NACA 6-series airfoils,Mean line,NACA 6-series airfoils are obtained by combining with the a = 1.0 type mean line
NACA 6-series airfoils,Maximum lift coefficient,NACA 6-series airfoils have obtained high maximum lift coefficients in tests
NACA 6-series airfoils,minimum pressure position,The 'x' digit in the NACA 6-series designation denotes the chordwise position of minimum pressure (in tenths of the chord) behind the leading edge for the basic symmetrical section at zero lift.
NACA 6-series airfoils,Drag coefficient,NACA 6-series airfoils exhibit a sharp increase in drag coefficient at high lift coefficients due to sudden shifts in transition location.
Early airfoil families,Airfoil,The early families of airfoils generally showed relatively low maximum lift coefficients and were designed for an excessive extent of laminar flow.
Early airfoil families,Maximum lift coefficient,These airfoils had relatively low maximum lift coefficients.
Neural Networks,Automated Design,uses neural networks for optimization
Neural Networks,Optimizer,The neural networks are integrated with an optimizer in Method 9
drag characteristics,surface condition,The effects of surface condition on the lift and drag characteristics are as large as the effects of the airfoil shape
drag characteristics,airfoil shape,The effects of surface condition on the lift and drag characteristics are as large as the effects of the airfoil shape	 and must be considered in airfoil selection
lift coefficient,Airfoil,Airfoils have a lift coefficient (C_l)	 which is a measure of their ability to generate lift.
lift coefficient,drag coefficient,At the end of the low-drag range	 drag increases rapidly with an increase in lift coefficient
lift coefficient,NACA 6-series,NACA 6-series sections retain satisfactory lift characteristics up to higher Mach numbers than the earlier sections.
lift coefficient,camber line,The lift coefficient can be obtained from the camber line of hydrofoils.
lift coefficient,flow separation,Large changes in lift coefficients are associated with the sudden breaking away of flow from the upper surface	 indicating flow separation.
lift coefficient,airfoil section,On a single revolution	 the airfoil sections can experience lift coefficients from negative values to maximum lift.
lift coefficient,Mach number,The lift coefficient escalates with increasing Mach number but approaches a dramatic downslope near sonic velocity.
lift coefficient,accuracy,Accuracy becomes insufficient to define curves representing variations of lift coefficient with angle of attack at low Reynolds Numbers.
lift coefficient,Reynolds number,The lift coefficient reduces as the Reynolds number increases.
flight conditions,airfoil section characteristics,Airfoil section characteristics applicable to flight are influenced by variations in flight conditions.
x/c,Cp,The Pressure Coefficient (Cp) varies with the chordwise location x/c
x/c,Lower Surface,The lower surface of an airfoil is defined at various x/c coordinates
x/c,Airfoil,Airfoil has a parameter x/c representing the fraction of chord where measurements are taken.
Position of minimum pressure,Maximum lift coefficient,The maximum lift coefficient decreases with the rearward movement of the position of minimum pressure for airfoils except those with thickness ratios greater than 18 percent.
Position of minimum pressure,NACA 6-series sections,Magnitude of moment coefficient increases with rearward movement of position of minimum pressure for thicker NACA 6-series airfoils
Tip section,Airfoil,The thickness ratio of the tip section can be increased due to the absence of induced velocities from interfering bodies.
Tip section,Airfoil section,The tip sections may easily cause tip stalling due to the use of an unfavorable plan form.
Value of Vic,Reynolds Number,There are two possible explanations for the somewhat larger value of Vic at which the rapid change in the lift coefficient occurred in the Edgewood experiment	 one being the Reynolds number
Lift Coefficient,Angle of Attack (AOA),Higher AOA results in higher lift coefficient until stall
Lift Coefficient,Airfoil,The lift coefficient is computed or approximated for airfoils.
Lift Coefficient,Drag Coefficient,Both lift coefficient and drag coefficient are important parameters in airfoil design	 affecting performance.
Lift Coefficient,Reynolds Number,Variations in Reynolds number affect the lift coefficient
Lift Coefficient,Iterations,The lift coefficient converges quickly	 reaching 1% of the target value by iteration 5 and maintaining that accuracy for most iterations.
Lift Coefficient,NACA 4412 Airfoil,The NACA 4412 Airfoil's aerodynamic characteristics are measured by its lift coefficient.
Lift Coefficient,Aerodynamic Characteristics,The lift coefficient provides a means to measure an airfoil's aerodynamic characteristics.
Airplane,Airfoil,An airfoil is designed for use on a specific type of airplane
flow over airfoil,Reynolds number,Flow past an airfoil is strongly influenced by Reynolds number
Section angle of attack,Airfoil,An airfoil's performance depends on its section angle of attack
Section angle of attack,Lift,Changing the section angle of attack can alter the lift coefficient of an airfoil
NACA 4412 Airfoil,Drag Coefficient,The NACA 4412 Airfoil's aerodynamic characteristics are measured by its drag coefficient.
Flaps,Airfoil,Airfoil can have external-airfoil flaps
Flaps,Maximum lift coefficient,Airfoils with flaps have about the same maximum lift coefficients as moderately thick NACA 6-series sections
pressure distributions,Airfoil,Pressure distributions on an airfoil influence its flow behavior.
pressure distributions,geometries,The term 'pressure distributions' is directly linked to 'geometries'	 as they are described together in the context of inverse design methods.
Thickness Ratio,Maximum Thickness,The maximum thickness of an airfoil is a function of the thickness ratio
Thickness Ratio,Manufacturability,The thickness ratio of an airfoil can affect its manufacturability
Thickness Ratio,Airfoil Shape,Thicker airfoils have lower maximum lift coefficient but better stall characteristics
Thickness Ratio,Drag Coefficient,The drag coefficient varies as the five-thirds power of thickness ratio at M = 1
Maximum Lift Coefficient,Laminar Boundary Layer Separation,The occurrence of laminar boundary layer separation does not define the maximum lift coefficient. For instance	 at very low Reynolds Numbers	 separation occurs even at zero lift.
Maximum Lift Coefficient,Maximum Thickness Location,Moving maximum thickness location from 30% to 45% chord reduces maximum lift coefficient by about 15%.
NACA 7-series,Airfoil,The NACA 7-series family of airfoils is characterized by a greater extent of laminar flow on the lower than on the upper surface.
Angle of attack (a),Airfoil,The angle of attack affects airfoil performance; it was modified to be lower than its previous upper bound
Angle of attack (a),Lift,The lift generated by an airfoil increases with increasing angle of attack up to a certain point	 after which it starts to decrease.
NACA ACR,Lift-curve slope,The values of the lift-curve slope for NACA ACR airfoils were measured at a Reynolds number of approximately 9 million.
Profile drag coefficient,NACA 653-418 airfoil,The NACA 653-418 airfoil has a profile drag coefficient that contributes to the wing's total drag.
Reynolds Number,Airfoil,Airfoil characteristics are affected by variations of the Reynolds number	 as noted in NACA Rep. No. 586.
Reynolds Number,Airfoil section characteristics,The variations of Reynolds Number affect airfoil section characteristics
Reynolds Number,accuracy,Sufficient accuracy was obtainable only at high values of the Reynolds Number.
Reynolds Number,airfoil characteristics,Airfoil characteristics dependent on curve shapes are unreliable at effective Reynolds Numbers below 800	000.
Reynolds Number,Drag Coefficient,Changes in Reynolds number influence the drag coefficient
Reynolds Number,transition from laminar to turbulent flow,The transition from laminar to turbulent flow in the boundary layer is primarily a function of the Reynolds Number
Reynolds Number,Effective Reynolds Number,The effective Reynolds number is higher than the actual Reynolds number of the test	 obtained by multiplying it with a factor and adding a correction increment for profile drag coefficients.
Reynolds Number,NACA 0012 airfoil,The performance of NACA 0012 airfoil varies with Reynolds Number	 experiencing flow separation below a Reynolds Number of 800	000.
Reynolds Number,Boundary layer,Larger drag reductions occur in the laminar part of the boundary layer when transitioning to higher Reynolds Numbers.
Reynolds Number,separation,Low Reynolds Numbers are associated with primary importance in separation phenomena.
Reynolds Number,Laminar Boundary Layer Separation,A decrease in Reynolds Number leads to laminar boundary layer separation.
Reynolds Number,Lift,Changes in Reynolds number can lead to variations in lift coefficient.
drag coefficient (CD),Airfoil,The drag coefficient represents the resistance of an airfoil to motion through a fluid	 primarily due to friction and pressure drag.
drag coefficient (CD),lift coefficient (CL),The lift and drag coefficients for this particular example are CL = 1.53x10^-5 and CD = 4.82x10^-6	 respectively.
NAOA 56-series sections,Airfoil,The airfoil is a part of the NAOA 56-series sections
Model,Angle of attack,Models were tested at varying angles of attack
Model,Airfoil,The Model is a specific type of Airfoil.
airfoil section characteristics,Reynolds number,The variation of airfoil section characteristics with profile shape is affected by the Reynolds number.
vortex shedding,NACA-0012-64,The NACA-0012-64 airfoil experiences vortex shedding	 leading to the appearance of corrugations on the vortex layer further downstream.
vortex shedding,NACA-4412,The NACA-4412 airfoil also experiences vortex shedding	 although less prominently than the NACA-0012-64.
vortex shedding,NACA-4412 airfoil,The vortex sheds away from the shear layer of NACA-4412 airfoil at around x/C=0.80.
vortex shedding,NACA-0012-64 airfoil,For the NACA-0012-64 airfoil	 the vortex sheds away from the shear layer at around x/C=0.3.
airfoil parameters,performance,Airfoil parameters such as camber and thickness affect performance
PROFOIL,airfoil geometry,PROFOIL generates an airfoil geometry
PROFOIL,airfoil shape,PROFOIL generates candidate airfoils based on specified values
normal force,airfoil section,The normal force is a component of the forces acting on an airfoil section.
NACA 0012 airfoil,Drag coefficient,The drag coefficient of NACA 0012 airfoil increases abnormally at Reynolds Numbers below 800	000 due to flow separation.
NACA 0012 airfoil,lift coefficients,CFD analysis cases are performed to study the effect of wind tunnel walls on the lift coefficients of NACA 0012 airfoil.
NACA 0012 airfoil,drag coefficients,CFD analysis cases are performed to study the effect of wind tunnel walls on the drag coefficients of NACA 0012 airfoil.
NACA 0012 airfoil,Experimental study,The experimental study was conducted on a NACA 0012 airfoil.
NACA 0012 airfoil,Mach number,The Mach number affects the flow around a NACA 0012 airfoil	 potentially causing separation.
NACA 0012 airfoil,leading-edge separation bubble,The NACA 0012 airfoil hosts a leading-edge separation bubble that persists during stall.
NACA 0012 airfoil,Lift,Even at zero lift	 NACA 0012 airfoil experiences flow separation at low Reynolds Numbers.
Cd,Airfoil,airfoils produced have lower Cd values than the comparison E168 airfoil
Cd,Cl,Cd value is compared at a Cl of 0.92
Cd,Reynolds number,Cd value is compared at a Reynolds number of 300	000
RSM,design space,In RSM	 a global approximation of measured quantities over the design space is carried out
NACA four-digit-series airfoils,Quarter-chord pitching-moment coefficient,The quarter-chord pitching-moment coefficients of NACA four- and five-digit-series airfoils become less negative with increasing airfoil thickness.
Design parameters,NACA four-digit wing-sections,In classical NACA four-digit wing-sections	 design parameters specify the shape of the primary boundary and include camber (A)	 maximum thickness (T)	 location of camber (C)	 and A4.
Design parameters,Camber line,Camber line is designed using certain parameters in the context of NURBS representation
NACA-0012-64 airfoil,Transition from quasi-2D to 3D flow,The transition occurs further upstream at x/C = 0.1 for NACA-0012-64
NACA-0012-64 airfoil,3D flow,the distribution of x confirms the earlier transition to 3D flow for this airfoil.
NACA-0012-64 airfoil,NACA-4412 airfoil,NACA-0012-64 airfoil experiences laminar-turbulent transition scenario much earlier than NACA-4412 airfoil
Transition from quasi-2D to 3D flow,NACA-4412 airfoil,The transition starts at around x/C = 0.6 for NACA-4412
NACA 653-412,Airfoil,The NACA 653-412 is a specific type of airfoil
lift coefficient (Cl),Airfoil,Airfoil generates lift	 represented by its lift coefficient
lift coefficient (Cl),Reynolds number (Re),The Reynolds number affects the lift coefficient	 with different values giving rise to different lift coefficients for an airfoil.
lift coefficient (Cl),airfoil shape,Changes in airfoil shape have a negligible influence on the value of lift coefficient
lift coefficient (Cl),circulation,Circulation is determined by a known quantity	 which is experimentally measured lift coefficient
CST method,Airfoil,The CST method is used to smooth the airfoil during inverse design.
Station,Airfoil,Pressure is measured at different stations along the airfoil.
lower surface,Airfoil,Airfoils have a lower surface with varying ordinates along its length
lower surface,upper surface,Pressure disturbances occur first on the upper surface and travel downstream to the lower surface.
airfoil shape,lift characteristics,The effects of surface condition on the lift and drag characteristics are as large as the effects of the airfoil shape	 and must be considered in airfoil selection
airfoil shape,NACA TN 3797,NACA TN 3797 illustrates an airfoil shape
airfoil shape,suction surface pressure distribution,The suction surface pressure distribution function influences the airfoil shape.
airfoil shape,Airfoil,The characteristics of an airfoil are affected by its shape.
airfoil shape,performance,Airfoil shape greatly influences its performance in terms of lift and drag coefficients.
DSMA-523A Airfoil,LSTM Network,The DSMA-523A airfoil was designed using an LSTM network in the inverse design process.
circulation,shed vortex,The shed vortex is related to the circulation around the airfoil at the time it's formed.
3D flow,NACA-4412 airfoil,the flow fully develops to 3D in the near-wake region where x/x shows strong spanwise non-uniformity for this airfoil.
3D flow,NACA-0012-64,NACA-0012-64 case reflects relatively fully developed 3D flow
Moment Coefficient (Cmc/4),Mean Line,The moment coefficient is found by applying a method developed by Pankhurst using the airfoil coordinates generated in FDCOOR
optimization,performance,Optimization of airfoil parameters improves performance by minimizing drag or maximizing lift-to-drag ratio.
shear layer,vortex,The shear layer flow transitions from quasi-2D to 3D via the Kelvin-Helmholtz mechanism	 forming and shedding vortices.
thickness distribution,Airfoil,the thickness distribution of an airfoil can be varied
thickness distribution,thickness,Thickness distribution is a related parameter to thickness	 describing how the thickness varies along the chord.
thickness distribution,camber line,The camber line is defined by a NURBS curve using three control points and then the thickness distribution (Eq.(3)) is added and subtracted to it
thickness distribution,airfoil section,An airfoil section has a thickness distribution ranging from 0.08 to 0.2.
maximum camber,NACA TN 3797,The NACA TN 3797 airfoil has a maximum camber of 0.07 at x/c = 0.5
maximum camber,airfoil thickness ratio,The subroutine MAXCL estimates the maximum lift coefficient as a function of the maximum camber and the airfoil thickness ratio
maximum camber,Reynolds number,Investigations showed that Reynolds number has a minimal effect on the relationship between maximum camber and design lift coefficient
Lift Coefficient (CL),Airfoil,The lift coefficient CL is given by Cy cosa - CX sina	 which provides information about the airfoil's lifting capability.
Drag characteristics,Airfoil,An analysis of drag characteristics is included in the report for the airfoils.
Laminar flow,Airfoil,Airfoil design can achieve laminar flow even at high Mach and Reynolds numbers.
Laminar flow,Drag coefficient,Extensive laminar flow leads to substantially lower drag coefficients when smooth
Airfoil section,NACA ACR No.,The NACA ACR number is used to identify an airfoil section.
Airfoil section,NACA ACR No. L5C05,The NACA ACR No. L5C05 is a specific airfoil section.
Airfoil section,Maximum thickness location,An airfoil section has a maximum thickness located at a certain percentage of the chord line.
Airfoil section,Pressure distribution,The pressure distribution over an airfoil section provides direct knowledge of the airfoil's performance
Airfoil section,Pitching-moment coefficient Cm Î±,The pitching-moment coefficient Cm Î± is used to characterize the airfoil section's stability in pitch.
Airfoil section,Maximum lift coefficient,The variation with angle of attack of lift coefficient (C_L) and minimum section drag coefficient (C_Dmin) is shown for each airfoil section.
Airfoil section,NACA 63	4-420 airfoil,The NACA 63	4-420 is a type of airfoil section.
Airfoil section,Camber line,An airfoil section is defined by its camber line	 thickness distribution	 and other parameters.
Airfoil section,Lift coefficient (C_l),The lift coefficient is a key performance parameter of an airfoil section.
Airfoil section,Manufacturability,The manufacturability of an airfoil section is influenced by its thickness distribution and other design parameters.
LSTM network,performance,The performance of an LSTM network can be increased by teaching it meaningful changes in pressure distributions and geometries.
NACA-4412,Turbulence,Develops significantly downstream of the trailing edge for the NACA-4412 airfoil
NACA-4412,Airfoil,NACA-4412 is a type of airfoil.
NACA-4412,NACA-0012-64,Both airfoils have straight profiles without spanwise variation in cross-section
lift coefficients,model,At lift coefficients less than 1.0 the agreement between flight and tunnel data is considered satisfactory. At higher lift coefficients some divergence of the tunnel and flight data is indicated
minimum pressure position,drag coefficient,There is a regular decrease in drag coefficient with the rearward movement of minimum pressure.
Airfoil contour,Camber line,The camber line is built up by superimposing thickness distributions on both sides of the airfoil to form the airfoil contour.
camber line,NURBS,NURBS is used to define the camber line of an airfoil
camber line,airfoil section,An airfoil section has a camber line with varying values (e.g.	 0.004 to 0.036).
Cp,Lower Surface,The lower surface has a pressure coefficient (Cp).
Cp,Airfoil,Airfoil pressure coefficient Cp is a dimensionless quantity that represents the pressure distribution along the surface of an airfoil. It's calculated as (P-Pâ)/q	 where P is local pressure	 Pâ is freestream pressure and q is dynamic pressure.
Cp,X/C,X/C (Chord fraction) determines the location on the airfoil where pressure coefficient Cp is being evaluated. As X/C varies from 0 to 1	 Cp changes along the chord length.
suction surface pressure distribution,trailing edge,There is a non-negligible response toward the trailing edge in the suction surface pressure distribution.
leading edge radius,Airfoil,An airfoil has a leading edge radius	 which is 1.000 in this case
Maximum thickness location,Airfoil,The location of maximum thickness for both airfoils is nearly the same
Airfoil,Angle of attack (AOA),The angle of attack is a crucial parameter in airfoil performance	 affecting lift and drag.
Airfoil,lift,The lift carried by the airfoil induces an equal and opposite reaction upon the floor and ceiling of the tunnel.
Airfoil,NACA ACR No. L5C05,The NACA ACR No. L5C05 is a specific type of airfoil.
Airfoil,NACA,The airfoil discussed is a NACA airfoil.
Airfoil,Upper surface,The pressure distribution varies over the upper surface of the airfoil along the chord.
Airfoil,Mean line,An airfoil has a mean line.
Airfoil,Angle of attack,The flow around an airfoil is influenced by its angle of attack.
Airfoil,upper surface,Airfoils have an upper surface with varying ordinates along its length
Airfoil,Section,An airfoil has one or more sections
Airfoil,Manufacturability,The manufacturability of an airfoil is affected by its thickness and the complexity of its shape.
Airfoil,Reynolds number,The Reynolds number is an important factor in airfoil design and analysis due to its effect on skin friction drag
Airfoil,Mach number,The drag increases sharply as Mach number increases
Airfoil,NACA 6-series,NACA 6-series are specific types of airfoils.
Airfoil,wind tunnel,The effect of the tunnel walls plays an important role in determining the flow features and performance of airfoil such as lift and drag coefficients.
Airfoil,Lift,The lift generated by an airfoil is affected by its camber and thickness.
Airfoil,Angle of attack (Î±),The angle of attack is a critical parameter in airfoil design and analysis	 affecting lift and drag coefficients
Airfoil,Thickness ratio (t/c),Airfoil has thickness ratio	 typically around 0.09 for N.A.C.A. 23012
Airfoil,transition,The instability of the shear layer leads to transition initiated by the amplification of natural disturbances.
Airfoil,flow separation,Flow past an airfoil may experience separation	 which is different from that over a flat plate with a bump.
Airfoil,NACA-0012-64,NACA-0012-64 is a type of airfoil.
Airfoil,vortex,Different airfoils exhibit different vortex development patterns due to varied leeward surface curvatures and leading edge shapes.
Airfoil,spanwise distortion,Spanwise distortion is first observed roughly in the shear layer above the surface of an airfoil.
Airfoil,thickness,Airfoil has thickness which affects manufacturability
Airfoil,Boundary layer,The boundary-layer displacement in the vicinity of the test model was reduced by about 75% due to sidewallsuction	 which minimized wall interference effects.
Airfoil,Lower Surface,An airfoil has a lower surface.
Airfoil,Reynolds number (Re),Airfoil design can achieve laminar flow even at high Reynolds numbers.
Airfoil,Lift coefficient (Cl),The lift generated by an airfoil is represented by its lift coefficient.
Airfoil,X/C,Airfoil has a parameter called X/C (Chord fraction) which varies from 0 to 1.
Airfoil,lift coefficient (CL),The airfoil has a lift coefficient represented as CL.
Airfoil,Pressure,Pressure is distributed over the mid-chord section of the airfoil
Airfoil,Aerodynamic characteristics,The design and parameters of an airfoil determine its aerodynamic characteristics	 such as lift and drag coefficients.
Airfoil,maximum thickness,Was 0.10	0.12	0.14	0.16	0.18	 and 0.20 inch respectively for the six airfoils
Airfoil,station,Airfoils are described using stations	 which are points along the chord line
Airfoil,accuracy,Accuracy of measurements on airfoils is important and difficult to determine precisely without many stations.
Airfoil,Moment Coefficient,The moment coefficient is computed or approximated for airfoils.
Airfoil,drag coefficient,Airfoils also have a drag coefficient (C_d)	 which is a measure of their aerodynamic drag.
Airfoil,Flap-Edge model,The airfoil used in this study is a cross-section of the Flap-Edge model.
Airfoil,Flap,An airfoil can have flaps.
Airfoil,Drag coefficient,Roughening surfaces can lead to excessive drag coefficients at cruising or climbing conditions	 making them unconservative for heavily loaded airplanes operating at high altitudes
Airfoil,Reynolds numbers,The chord length allows data to be obtained at representative full scale Reynolds numbers
Airfoil,Flow,Steady-state oil flow studies demonstrated that only a small portion of the airfoil surface aft of the quarter chord was affected by the supports	 with negligible effect on the center span flow.
Airfoil,stagnation point,Chordwise fluctuation of the stagnation point affects airfoil pressure distribution.
Airfoil,end plates,The presence of end plates reduces the amount of three-dimensional separation for airfoils.
Airfoil,frequency,A higher frequency generally increases the maximum normal force and extends that portion of the cycle during which this increase takes place	 improving cyclic load carrying capability.
Airfoil,NACA series,Airfoils can belong to NACA series like NACA 63-series.
Airfoil,Maximum Thickness Location,The maximum thickness location affects the variation of section lift coefficient with drag divergence Mach number.
Airfoil,Scale effect,Important scale effects were observed for some airfoils even within the flight range of Reynolds number
Airfoil,lift-curve peaks,In several cases	 only the lift-curve peaks were obtained at the lower Reynolds Numbers
Airfoil,Camber shape,The camber shape of an airfoil influences its performance.
Airfoil,NACA 4409,NACA 4409 is a specific type of airfoil.
Airfoil,NACA 23021,The airfoil in question is the NACA 23021
Airfoil,split flap,An airfoil with a split flap tends to behave similarly to one without	 simply adding an increment to its maximum lift.
Airfoil,NACA 23012,NACA 23012 is an example of an airfoil
Airfoil,Camber line,Airfoil performance depends on camber line
Airfoil,profile-drag coefficients,The profile-drag coefficients obtained for the two airfoils are plotted in figures 46 and 47.
